sample,time_s,centerline_heat_release_W
835,11.714659116660187,0
836,11.716305382629798,0
837,11.71795164859941,0
838,11.719364278913417,0
839,11.720918172235542,0
840,11.722564438205154,0
841,11.724210704174766,0
842,11.725856970144378,0
843,11.727503236113989,0
844,11.729149502083601,0
845,11.730795768053213,0
846,11.732442034022824,0
847,11.734088299992436,0
848,11.735734565962048,0
849,11.737380831931659,0
850,11.739027097901271,0
851,11.740673363870883,0
852,11.742319629840495,0
853,11.743965895810106,0
854,11.745612161779718,0
855,11.74725842774933,0
856,11.748904693718941,0
857,11.750550959688553,0
858,11.752197225658165,0
859,11.753843491627777,0
860,11.755489757597388,0
861,11.757136023567,0
862,11.758782289536612,0
863,11.760428555506223,0
864,11.762074821475835,0
865,11.763721087445447,0
866,11.765367353415058,0
867,11.76701361938467,0
868,11.768659885354282,0
869,11.770306151323894,0
870,11.771952417293505,0
871,11.773598683263117,0
872,11.775244949232729,0
873,11.77689121520234,0
874,11.778537481171952,0
875,11.780183747141564,0
876,11.781830013111176,0
877,11.781864278902503,0
878,11.781901971273328,0
879,11.781943432881235,0
880,11.781989040649933,0
881,11.782039209196228,0
882,11.782094394598971,0
883,11.782155098542717,0
884,11.782221872879745,0
885,11.782295324646839,0
886,11.782376121587731,0
887,11.782464998224896,0
888,11.782562762524321,0
889,11.782670303251507,0
890,11.782788598055049,0
891,11.782918722343311,0
892,11.783061859056033,0
893,11.783219309440028,0
894,11.783392504865333,0
895,11.783583019834623,0
896,11.783792586302297,0
897,11.78402310941965,0
898,11.784276684837096,0
899,11.784555617810838,0
900,11.784862444070313,0
901,11.785199952955736,0
902,11.785571212738432,0
903,11.785979598502308,0
904,11.786428822848393,0
905,11.786922969626175,0
906,11.787466531099199,0
907,11.78806444869042,0
908,11.788722158064047,0
909,11.789445638369216,0
910,11.790241466722364,0
911,11.791116877928289,0
912,11.792079830254806,0
913,11.793139077784872,0
914,11.794304250102869,0
915,11.795585939606099,0
916,11.796995798071293,0
917,11.798546642359725,0
918,11.800192908329336,0
919,11.801781458609184,0
920,11.803261811091943,0
921,11.80466865719427,0
922,11.806008635267062,0
923,11.807264016071713,0
924,11.808453986017412,0
925,11.809641926844051,0
926,11.810877083978994,0
927,11.812119082027493,0
928,11.81337138294839,0
929,11.814621939385688,0
930,11.815868303590833,0
931,11.817167211502237,0
932,11.818555071662558,0
933,11.819961342440365,0
934,11.821399733020371,0
935,11.822852164335927,0
936,11.824310797910584,0
937,11.825863227310037,0
938,11.827509493279649,0
939,11.829155759249261,0
940,11.830802025218873,0
941,11.832448291188484,0
942,11.834094557158096,0
943,11.835740823127708,0
944,11.837387089097319,0
945,11.839033355066931,0
946,11.840679621036543,0
947,11.842325887006155,0
948,11.843972152975766,0
949,11.844364278924331,0
950,11.844795617482305,0
951,11.845270089896076,0
952,11.845792009527941,0
953,11.846366121117171,0
954,11.846997643853683,0
955,11.847692318875488,0
956,11.848456461422757,0
957,11.849297018230573,0
958,11.850221630742453,0
959,11.851238704493881,0
960,11.852357485655375,0
961,11.853588144967944,0
962,11.854941870176845,0
963,11.856430967894994,0
964,11.858068975361675,0
965,11.859715241331287,0
966,11.861361507300899,0
967,11.86300777327051,0
968,11.864654039240122,0
969,11.866300305209734,0
970,11.867946571179345,0
971,11.869592837148957,0
972,11.871239103118569,0
973,11.872885369088181,0
974,11.874531635057792,0
975,11.876177901027404,0
976,11.877824166997016,0
977,11.879470432966627,0
978,11.881116698936239,0
979,11.882762964905851,0
980,11.884409230875463,0
981,11.886055496845074,0
982,11.887701762814686,0
983,11.889348028784298,0
984,11.890994294753909,0
985,11.892640560723521,0
986,11.894286826693133,0
987,11.895933092662744,0
988,11.897579358632356,0
989,11.899225624601968,0
990,11.90087189057158,0
991,11.902518156541191,0
992,11.904164422510803,0
993,11.905810688480415,0
994,11.906864278924331,0
995,11.908023228377715,0
996,11.909298072776437,0
997,11.910700401615031,0
998,11.91224296330256,0
999,11.913889229272172,0
1000,11.915535495241784,0
1001,11.917181761211395,0
1002,11.918828027181007,0
1003,11.920474293150619,0
1004,11.922120559120231,0
1005,11.923766825089842,0
1006,11.925413091059454,0
1007,11.927059357029066,0
1008,11.928705622998677,0
1009,11.930351888968289,0
1010,11.931998154937901,0
1011,11.933644420907513,0
1012,11.935290686877124,0
1013,11.936936952846736,0
1014,11.938583218816348,0
1015,11.940229484785959,0
1016,11.941875750755571,0
1017,11.943522016725183,0
1018,11.945168282694794,0
1019,11.946814548664406,0
1020,11.948460814634018,0
1021,11.95010708060363,0
1022,11.951753346573241,0
1023,11.953399612542853,0
1024,11.955045878512465,0
1025,11.956692144482076,0
1026,11.958338410451688,0
1027,11.9599846764213,0
1028,11.961630942390912,0
1029,11.963277208360523,0
1030,11.964923474330135,0
1031,11.966569740299747,0
1032,11.968216006269358,0
1033,11.969364278924331,0
1034,11.970627378879726,0
1035,11.972016788877227,0
1036,11.973545139862836,0
1037,11.975191405832447,0
1038,11.976837671802059,0
1039,11.978483937771671,0
1040,11.980130203741282,0
1041,11.981776469710894,0
1042,11.983422735680506,0
1043,11.985069001650118,0
1044,11.986715267619729,0
1045,11.988361533589341,0
1046,11.990007799558953,0
1047,11.991654065528564,0
1048,11.993300331498176,0
1049,11.994946597467788,0
1050,11.9965928634374,0
1051,11.998239129407011,0
1052,11.999885395376623,0
1053,12.001531661346235,0
1054,12.003177927315846,0
1055,12.004824193285458,0
1056,12.00647045925507,0
1057,12.008116725224681,0
1058,12.009762991194293,0
1059,12.011409257163905,0
1060,12.013055523133517,0
1061,12.014701789103128,0
1062,12.01634805507274,0
1063,12.017994321042352,0
1064,12.019640587011963,0
1065,12.021286852981575,0
1066,12.022933118951187,0
1067,12.024579384920798,0
1068,12.02622565089041,0
1069,12.027871916860022,0
1070,12.029518182829634,0
1071,12.031164448799245,0
1072,12.031864278924331,0
