# HITEMP pruned exponential-sum Planck-mean surface v1
# T_grid 300.0 2500.0 50.0
# columns T_gas T_rad kappaP_cm2_per_molecule d_dTgas d_dTrad d2_dTgas_dTrad
450.0 2100.0 1.17242039574769415e-20 -4.33859846959709724e-27 -1.10230439333531314e-23 -5.15595709884883103e-29
450.0 2150.0 1.11883124301841130e-20 -6.71633611763414457e-27 -1.04184483287334957e-23 -4.37364345487330141e-29
450.0 2200.0 1.06817868028230116e-20 -8.72959616981347487e-27 -9.84818638138562950e-24 -3.69553065157649596e-29
450.0 2250.0 1.02029448622349627e-20 -1.04268851353328846e-26 -9.31085678822873342e-24 -3.10759276621140837e-29
450.0 2300.0 9.75017732640029377e-21 -1.18501956594818015e-26 -8.80495329304508787e-24 -2.59775076667717139e-29
450.0 2350.0 9.32195176451774482e-21 -1.30359092606484978e-26 -8.32891540050606369e-24 -2.15559657794605121e-29
450.0 2400.0 8.91681431218179911e-21 -1.40155710066015988e-26 -7.88116638428636716e-24 -1.77215589921376719e-29
450.0 2450.0 8.53338974391137236e-21 -1.48165542300037621e-26 -7.46014139901144434e-24 -1.43968474255156962e-29
450.0 2500.0 8.17038034036011014e-21 -1.54626309840835726e-26 -7.06430790649043839e-24 -1.15149513811771785e-29
500.0 300.0 1.07844370731007032e-20 1.73441584890682090e-25 1.37994221280309142e-23 4.38751264708947778e-27
500.0 350.0 1.20044075834389043e-20 4.07680841867034141e-25 3.62406717735748476e-23 4.80694671495397312e-27
500.0 400.0 1.43978651349756105e-20 6.37357577294220334e-25 5.83890922553869485e-23 4.23589392373392780e-27
500.0 450.0 1.76812002966630094e-20 8.20646176440118179e-25 7.10789634146206820e-23 3.03001397991417293e-27
500.0 500.0 2.13238298486429632e-20 9.37495519300595728e-25 7.29753336316776884e-23 1.64687768876122920e-27
500.0 550.0 2.48404010465020299e-20 9.87828306257987168e-25 6.65947914415197380e-23 4.07213248121169947e-28
500.0 600.0 2.79025062075758764e-20 9.83088679191101574e-25 5.53448682770891808e-23 -5.44273435287639840e-28
500.0 650.0 3.03424328478261450e-20 9.38582958586263774e-25 4.21156910200211322e-23 -1.18684729898470379e-27
